Epoch,Train Loss,Val Loss
1,1.984314,1.932648
2,0.965955,1.417229
3,0.652174,1.239395
4,0.570918,1.123647
5,0.527074,1.081157
6,0.500252,1.050619
7,0.482816,1.029916
8,0.468557,1.016800
9,0.457177,1.012132
10,0.447330,1.014401
