Epoch,Train Loss,Val Loss
1,1.945496,1.965667
2,0.904595,1.378404
3,0.608517,1.158394
4,0.537941,1.079241
5,0.504882,1.032155
6,0.484141,1.015690
7,0.468374,1.013976
8,0.456986,1.010502
9,0.447451,0.995406
10,0.438988,1.000436
11,0.430059,1.005919
12,0.423240,1.000384
13,0.416434,1.002963
14,0.411238,1.002211
15,0.406759,1.010658
16,0.400562,1.018020
17,0.396867,1.032486
18,0.391923,1.044463
