Epoch,Train Loss,Val Loss
1,1.886172,1.848937
2,0.929270,1.379067
3,0.628012,1.183363
4,0.549156,1.101732
5,0.511034,1.069251
6,0.489954,1.021197
7,0.474062,1.039592
8,0.463314,1.006322
9,0.451802,1.004949
10,0.443676,1.006703
11,0.436916,1.023702
12,0.429822,1.029861
13,0.423939,1.013036
14,0.417462,1.016426
15,0.412136,1.027007
16,0.407804,1.007327
17,0.402434,1.026523
18,0.397639,1.010209
